model,name,family,layer,shape,beta,p,N,Dstrict,DTW2,n_spikes,spike_energy,boot_p_TW,degenerate
bert-large-uncased,encoder.layer.18.attention.self.key.weight,attn_qkv,18,"(1024, 1024)",1.0,1024,1024,0.10252157762978437,0.12686912587510846,42,0.2775060451552794,0.004975124378109453,False
bert-large-uncased,encoder.layer.18.attention.self.value.weight,attn_qkv,18,"(1024, 1024)",1.0,1024,1024,0.05757824942569856,0.07576006903907295,35,0.1699355097232561,0.004975124378109453,False
bert-large-uncased,encoder.layer.18.attention.output.dense.weight,attn_out,18,"(1024, 1024)",1.0,1024,1024,0.05875142071133366,0.07758117400246378,38,0.18598304954009662,0.004975124378109453,False
bert-large-uncased,encoder.layer.19.attention.self.query.weight,attn_qkv,19,"(1024, 1024)",1.0,1024,1024,0.10536673412451303,0.13192544122716754,45,0.30019823981542515,0.004975124378109453,False
bert-large-uncased,encoder.layer.19.attention.self.key.weight,attn_qkv,19,"(1024, 1024)",1.0,1024,1024,0.1022863077580502,0.12779114755546955,43,0.29161169011562493,0.004975124378109453,False
bert-large-uncased,encoder.layer.19.attention.self.value.weight,attn_qkv,19,"(1024, 1024)",1.0,1024,1024,0.04911328779864621,0.06488320745757703,31,0.14522079546327987,0.004975124378109453,False
bert-large-uncased,encoder.layer.19.attention.output.dense.weight,attn_out,19,"(1024, 1024)",1.0,1024,1024,0.03576350454571897,0.048009645042835114,29,0.1333486751205595,0.004975124378109453,False
bert-large-uncased,encoder.layer.20.attention.self.query.weight,attn_qkv,20,"(1024, 1024)",1.0,1024,1024,0.10271663587469898,0.12926508487616134,45,0.2800886495578239,0.004975124378109453,False
bert-large-uncased,encoder.layer.20.attention.self.key.weight,attn_qkv,20,"(1024, 1024)",1.0,1024,1024,0.10103249690993321,0.12680054430675058,46,0.2714744550304222,0.004975124378109453,False
bert-large-uncased,encoder.layer.20.attention.self.value.weight,attn_qkv,20,"(1024, 1024)",1.0,1024,1024,0.06163983253818295,0.0777880334973855,34,0.14888722166958274,0.004975124378109453,False
bert-large-uncased,encoder.layer.20.attention.output.dense.weight,attn_out,20,"(1024, 1024)",1.0,1024,1024,0.04955166922356963,0.06632995313704049,32,0.1402896587025236,0.004975124378109453,False
bert-large-uncased,encoder.layer.21.attention.self.query.weight,attn_qkv,21,"(1024, 1024)",1.0,1024,1024,0.08661998183643366,0.1066300000430237,37,0.2452866834422219,0.004975124378109453,False
bert-large-uncased,encoder.layer.21.attention.self.key.weight,attn_qkv,21,"(1024, 1024)",1.0,1024,1024,0.08822992502385157,0.11019585611846161,40,0.24283430502551157,0.004975124378109453,False
bert-large-uncased,encoder.layer.21.attention.self.value.weight,attn_qkv,21,"(1024, 1024)",1.0,1024,1024,0.06869050703548163,0.0939298044511846,45,0.20710355863303506,0.004975124378109453,False
bert-large-uncased,encoder.layer.21.attention.output.dense.weight,attn_out,21,"(1024, 1024)",1.0,1024,1024,0.04741497515881238,0.062378787504323685,30,0.13351678728939473,0.004975124378109453,False
bert-large-uncased,encoder.layer.22.attention.self.query.weight,attn_qkv,22,"(1024, 1024)",1.0,1024,1024,0.09177565943528587,0.11212129280405919,35,0.25780145068578686,0.004975124378109453,False
bert-large-uncased,encoder.layer.22.attention.self.key.weight,attn_qkv,22,"(1024, 1024)",1.0,1024,1024,0.09755633657852025,0.12196832484510217,42,0.26766549623986396,0.004975124378109453,False
bert-large-uncased,encoder.layer.22.attention.self.value.weight,attn_qkv,22,"(1024, 1024)",1.0,1024,1024,0.06562750558957586,0.08972510529046418,43,0.19960357183267077,0.004975124378109453,False
bert-large-uncased,encoder.layer.22.attention.output.dense.weight,attn_out,22,"(1024, 1024)",1.0,1024,1024,0.04117119717360479,0.04983061824152091,19,0.08049907151907333,0.004975124378109453,False
bert-large-uncased,encoder.layer.23.attention.self.query.weight,attn_qkv,23,"(1024, 1024)",1.0,1024,1024,0.09179702278390589,0.11243368964047429,34,0.2737169475372469,0.004975124378109453,False
bert-large-uncased,encoder.layer.23.attention.self.key.weight,attn_qkv,23,"(1024, 1024)",1.0,1024,1024,0.1062961882112286,0.13002968170833284,41,0.28675642409190705,0.004975124378109453,False
bert-large-uncased,encoder.layer.23.attention.self.value.weight,attn_qkv,23,"(1024, 1024)",1.0,1024,1024,0.056581754408403795,0.07242013390072782,31,0.1370308855715812,0.004975124378109453,False
bert-large-uncased,encoder.layer.23.attention.output.dense.weight,attn_out,23,"(1024, 1024)",1.0,1024,1024,0.03956756338937378,0.044384868487087836,11,0.045054803551763674,0.004975124378109453,False
bert-large-uncased,pooler.dense.weight,pooler,-1,"(1024, 1024)",1.0,1024,1024,0.3075378732172659,0.3183190558461373,14,0.6336534395987884,0.004975124378109453,False
bert-large-uncased,encoder.layer.0.intermediate.dense.weight,ffn_intermediate,0,"(4096, 1024)",0.25,1024,4096,0.1531953722867685,0.1123213979724052,79,0.25226177314929166,0.004975124378109453,False
bert-large-uncased,encoder.layer.0.output.dense.weight,ffn_output,0,"(1024, 4096)",0.25,1024,4096,0.09493496513491725,0.08339412278123681,60,0.17180958064684948,0.004975124378109453,False
bert-large-uncased,encoder.layer.1.intermediate.dense.weight,ffn_intermediate,1,"(4096, 1024)",0.25,1024,4096,0.15734286039899256,0.10667805760488824,67,0.23982492097428645,0.004975124378109453,False
bert-large-uncased,encoder.layer.1.output.dense.weight,ffn_output,1,"(1024, 4096)",0.25,1024,4096,0.09189691618221707,0.08247813246245472,57,0.16507467563145609,0.004975124378109453,False
bert-large-uncased,encoder.layer.2.intermediate.dense.weight,ffn_intermediate,2,"(4096, 1024)",0.25,1024,4096,0.16558002281498319,0.12087519075542447,70,0.25653589305148683,0.004975124378109453,False
bert-large-uncased,encoder.layer.2.output.dense.weight,ffn_output,2,"(1024, 4096)",0.25,1024,4096,0.0943416436082215,0.0863988789290202,60,0.17511788690419527,0.004975124378109453,False
bert-large-uncased,encoder.layer.3.intermediate.dense.weight,ffn_intermediate,3,"(4096, 1024)",0.25,1024,4096,0.16155171967140622,0.11681738002201814,69,0.2509565895800507,0.004975124378109453,False
bert-large-uncased,encoder.layer.3.output.dense.weight,ffn_output,3,"(1024, 4096)",0.25,1024,4096,0.10277853492683689,0.09660901756162821,61,0.19433821484473596,0.004975124378109453,False
bert-large-uncased,encoder.layer.4.intermediate.dense.weight,ffn_intermediate,4,"(4096, 1024)",0.25,1024,4096,0.1467749555086486,0.1064665906164311,65,0.23151956772486593,0.004975124378109453,False
bert-large-uncased,encoder.layer.4.output.dense.weight,ffn_output,4,"(1024, 4096)",0.25,1024,4096,0.10303567492785981,0.09423596702517223,60,0.1930372594629021,0.004975124378109453,False
bert-large-uncased,encoder.layer.5.intermediate.dense.weight,ffn_intermediate,5,"(4096, 1024)",0.25,1024,4096,0.1373532422130026,0.10119975989417285,60,0.2138059292946229,0.004975124378109453,False
bert-large-uncased,encoder.layer.5.output.dense.weight,ffn_output,5,"(1024, 4096)",0.25,1024,4096,0.10046525165805378,0.09193445908973918,65,0.1953095778789022,0.004975124378109453,False
bert-large-uncased,encoder.layer.6.intermediate.dense.weight,ffn_intermediate,6,"(4096, 1024)",0.25,1024,4096,0.12679453044631744,0.09897064462154098,63,0.20582655429936086,0.004975124378109453,False
bert-large-uncased,encoder.layer.6.output.dense.weight,ffn_output,6,"(1024, 4096)",0.25,1024,4096,0.10327698081157083,0.09529056465948949,68,0.19781206094346823,0.004975124378109453,False
bert-large-uncased,encoder.layer.7.intermediate.dense.weight,ffn_intermediate,7,"(4096, 1024)",0.25,1024,4096,0.11896253667842194,0.09817696058860687,66,0.20278462600173355,0.004975124378109453,False
bert-large-uncased,encoder.layer.7.output.dense.weight,ffn_output,7,"(1024, 4096)",0.25,1024,4096,0.1127127807523099,0.10195934718924171,71,0.2062189735539849,0.004975124378109453,False
bert-large-uncased,encoder.layer.8.intermediate.dense.weight,ffn_intermediate,8,"(4096, 1024)",0.25,1024,4096,0.10910675120057192,0.09337050409475034,65,0.1937664817034354,0.004975124378109453,False
bert-large-uncased,encoder.layer.8.output.dense.weight,ffn_output,8,"(1024, 4096)",0.25,1024,4096,0.13034683759234156,0.11352582765897268,78,0.23312212562255583,0.004975124378109453,False
bert-large-uncased,encoder.layer.9.intermediate.dense.weight,ffn_intermediate,9,"(4096, 1024)",0.25,1024,4096,0.13852890155518982,0.11355648194374368,71,0.23671094659565797,0.004975124378109453,False
bert-large-uncased,encoder.layer.9.output.dense.weight,ffn_output,9,"(1024, 4096)",0.25,1024,4096,0.13603355132154826,0.1151482341627047,70,0.22717697766820907,0.004975124378109453,False
bert-large-uncased,encoder.layer.10.intermediate.dense.weight,ffn_intermediate,10,"(4096, 1024)",0.25,1024,4096,0.1604534822510218,0.1266694102129653,78,0.2710745621081922,0.004975124378109453,False
bert-large-uncased,encoder.layer.10.output.dense.weight,ffn_output,10,"(1024, 4096)",0.25,1024,4096,0.11900753401638214,0.1021898752807725,67,0.2114739533397131,0.004975124378109453,False
bert-large-uncased,encoder.layer.11.intermediate.dense.weight,ffn_intermediate,11,"(4096, 1024)",0.25,1024,4096,0.15572153535052632,0.12242049403353533,79,0.2659067176065578,0.004975124378109453,False
bert-large-uncased,encoder.layer.11.output.dense.weight,ffn_output,11,"(1024, 4096)",0.25,1024,4096,0.13063176609283014,0.11421136905592327,73,0.23277050185404954,0.004975124378109453,False
bert-large-uncased,encoder.layer.12.intermediate.dense.weight,ffn_intermediate,12,"(4096, 1024)",0.25,1024,4096,0.15041571008121274,0.11350867570100137,76,0.25173741857810783,0.004975124378109453,False
bert-large-uncased,encoder.layer.12.output.dense.weight,ffn_output,12,"(1024, 4096)",0.25,1024,4096,0.1374298599821699,0.12092560801531288,75,0.24286114449828175,0.004975124378109453,False
bert-large-uncased,encoder.layer.13.intermediate.dense.weight,ffn_intermediate,13,"(4096, 1024)",0.25,1024,4096,0.14983154146083885,0.11255951984317425,78,0.2514801949445656,0.004975124378109453,False
bert-large-uncased,encoder.layer.13.output.dense.weight,ffn_output,13,"(1024, 4096)",0.25,1024,4096,0.11288089276676058,0.10782607230801122,70,0.21993896459722326,0.004975124378109453,False
bert-large-uncased,encoder.layer.14.intermediate.dense.weight,ffn_intermediate,14,"(4096, 1024)",0.25,1024,4096,0.13860510626320632,0.10213733254406704,73,0.23366202073527248,0.004975124378109453,False
bert-large-uncased,encoder.layer.14.output.dense.weight,ffn_output,14,"(1024, 4096)",0.25,1024,4096,0.11276462439021442,0.11117473136917833,71,0.22489883169384617,0.004975124378109453,False
bert-large-uncased,encoder.layer.15.intermediate.dense.weight,ffn_intermediate,15,"(4096, 1024)",0.25,1024,4096,0.13162090541495436,0.1010129611728075,71,0.22534840327019104,0.004975124378109453,False
bert-large-uncased,encoder.layer.15.output.dense.weight,ffn_output,15,"(1024, 4096)",0.25,1024,4096,0.1013370996712552,0.10630932466955045,67,0.20960097501941083,0.004975124378109453,False
bert-large-uncased,encoder.layer.16.intermediate.dense.weight,ffn_intermediate,16,"(4096, 1024)",0.25,1024,4096,0.12953327406776305,0.09900672025992602,70,0.2205342318764249,0.004975124378109453,False
bert-large-uncased,encoder.layer.16.output.dense.weight,ffn_output,16,"(1024, 4096)",0.25,1024,4096,0.09234579318332725,0.1036774159015652,68,0.2045098991726508,0.004975124378109453,False
bert-large-uncased,encoder.layer.17.intermediate.dense.weight,ffn_intermediate,17,"(4096, 1024)",0.25,1024,4096,0.13492465684329302,0.10831852657198754,72,0.2331605161556806,0.004975124378109453,False
bert-large-uncased,encoder.layer.17.output.dense.weight,ffn_output,17,"(1024, 4096)",0.25,1024,4096,0.0641765824658071,0.08022615540003086,54,0.15743308216935756,0.004975124378109453,False
bert-large-uncased,encoder.layer.18.intermediate.dense.weight,ffn_intermediate,18,"(4096, 1024)",0.25,1024,4096,0.13268610359768815,0.11152243689615776,75,0.23735457219621436,0.004975124378109453,False
bert-large-uncased,encoder.layer.18.output.dense.weight,ffn_output,18,"(1024, 4096)",0.25,1024,4096,0.0416039688981108,0.04975452390906365,40,0.10632516280309073,0.004975124378109453,False
bert-large-uncased,encoder.layer.19.intermediate.dense.weight,ffn_intermediate,19,"(4096, 1024)",0.25,1024,4096,0.12761084009585144,0.11588672140073847,81,0.24753621224398722,0.004975124378109453,False
bert-large-uncased,encoder.layer.19.output.dense.weight,ffn_output,19,"(1024, 4096)",0.25,1024,4096,0.035934059834195176,0.04159887461502054,33,0.08687927510890639,0.004975124378109453,False
bert-large-uncased,encoder.layer.20.intermediate.dense.weight,ffn_intermediate,20,"(4096, 1024)",0.25,1024,4096,0.1369802894955178,0.126000313342863,84,0.2658405454527015,0.004975124378109453,False
bert-large-uncased,encoder.layer.20.output.dense.weight,ffn_output,20,"(1024, 4096)",0.25,1024,4096,0.033349296659101246,0.032123461252965724,29,0.07069033160596282,0.004975124378109453,False
bert-large-uncased,encoder.layer.21.intermediate.dense.weight,ffn_intermediate,21,"(4096, 1024)",0.25,1024,4096,0.14129144335571886,0.1305659820370414,82,0.2731933549620214,0.004975124378109453,False
